episode,reward,score,steps,epsilon,loss,avg_reward_100
2302,189.09999999999974,19,190,0.01,56.66895786084627,87.52499999999992
2303,42.90000000000004,5,56,0.01,53.28838981049402,89.40899999999992
2304,64.00000000000003,7,85,0.01,53.19690646003274,89.62699999999991
2305,0.3000000000000007,1,8,0.01,44.93202590942383,88.37099999999992
2306,20.800000000000004,3,23,0.01,60.05647454054459,86.19499999999992
2307,134.39999999999986,13,200,0.01,59.728930110931394,85.34899999999992
2308,62.5,7,110,0.01,61.65282794345509,85.22699999999992
2309,144.89999999999986,15,118,0.01,64.84457323106669,84.60199999999992
2310,62.00000000000004,7,115,0.01,55.81168283379596,84.99099999999993
2311,167.9999999999998,16,200,0.01,59.01611079692841,84.14199999999991
2312,166.4999999999997,17,162,0.01,56.27642289503121,84.98099999999994
2313,177.59999999999974,18,184,0.01,46.34997284930685,86.64099999999993
2314,-10.9,1,86,0.01,53.47263140456621,87.79899999999992
2315,146.79999999999984,15,183,0.01,56.16482083784427,87.05399999999995
2316,63.20000000000002,7,65,0.01,46.411597376603346,88.51899999999992
2317,177.29999999999973,18,168,0.01,46.770396195706866,87.27499999999992
2318,138.69999999999982,14,168,0.01,42.96774532113756,88.60199999999992
2319,-10.8,0,23,0.01,45.82424642728723,89.98399999999991
2320,168.4999999999997,17,174,0.01,49.434360309578906,89.23699999999994
2321,63.20000000000003,7,59,0.01,45.50881953158621,90.07199999999993
2322,82.50000000000001,9,74,0.01,48.127960482159175,89.23199999999993
2323,0.09999999999999964,1,6,0.01,35.54992055892944,89.43699999999994
2324,197.5999999999997,20,187,0.01,44.837889648376304,89.00899999999993
2325,155.39999999999972,16,173,0.01,46.66514735690431,89.51899999999995
2326,169.9999999999997,16,200,0.01,48.90745320081711,91.06899999999992
2327,0.5999999999999996,1,9,0.01,50.59765964084201,91.72499999999995
2328,106.49999999999989,11,126,0.01,48.46569639160519,91.72899999999994
2329,260.0999999999996,25,200,0.01,44.32778773784637,91.54899999999994
2330,62.30000000000004,7,70,0.01,44.01293623788016,93.31099999999995
2331,114.29999999999986,12,132,0.01,41.99722697156848,92.36199999999995
2332,189.49999999999966,19,194,0.01,42.85194780654514,93.19299999999994
2333,64.0,7,113,0.01,48.33131353834034,93.63599999999992
2334,0.3000000000000007,1,6,0.01,74.4161564509074,94.27499999999992
2335,22.400000000000027,3,43,0.01,45.51013958731363,92.74899999999992
2336,148.59999999999974,15,155,0.01,47.927242989693916,92.12399999999992
2337,147.79999999999967,15,144,0.01,47.23854919936922,91.51999999999992
2338,0.3000000000000007,1,8,0.01,49.23532044887543,92.98999999999991
2339,207.29999999999973,20,200,0.01,46.3902810382843,91.8469999999999
2340,83.99999999999996,9,143,0.01,51.469686414811996,92.87599999999989
2341,63.80000000000001,7,91,0.01,66.3389166528052,91.70899999999989
2342,64.60000000000001,7,77,0.01,53.51021525147674,92.3409999999999
2343,127.99999999999986,13,169,0.01,50.6457897671581,91.40399999999988
2344,188.7999999999997,18,200,0.01,54.13177703857422,91.6299999999999
2345,40.20000000000002,5,23,0.01,43.230703229489535,93.51299999999988
2346,146.7999999999998,15,141,0.01,48.95084667543993,91.91099999999993
2347,63.300000000000026,7,58,0.01,47.10644313384746,92.74799999999992
2348,0.40000000000000036,1,23,0.01,58.095612360083535,92.73399999999991
2349,-0.29999999999999893,1,10,0.01,34.47388744354248,92.0929999999999
2350,249.1999999999996,25,195,0.01,47.27572135191697,90.6189999999999
2351,21.10000000000001,3,34,0.01,49.57695069032557,91.51499999999992
2352,147.9999999999998,15,172,0.01,48.903676861940426,90.89199999999991
2353,0.3000000000000007,1,8,0.01,30.892780900001526,91.07299999999992
2354,0.5,1,12,0.01,42.62289917469025,91.0689999999999
2355,158.5999999999997,15,200,0.01,50.34751639842987,90.87399999999991
2356,74.09999999999998,8,122,0.01,54.686603526600074,92.24899999999991
2357,115.29999999999993,12,102,0.01,47.11812069369297,91.94399999999995
2358,22.30000000000001,3,40,0.01,63.63610262870789,92.26199999999993
2359,126.89999999999986,13,166,0.01,52.928375089024925,91.4429999999999
2360,116.99999999999987,12,150,0.01,44.743056793212894,92.1989999999999
2361,22.500000000000014,3,60,0.01,49.12241241137187,91.48599999999992
2362,190.99999999999963,18,200,0.01,50.03557159900665,91.70799999999991
2363,157.8999999999998,16,141,0.01,44.43286965755706,92.57899999999992
2364,41.300000000000004,5,28,0.01,55.177246485437664,94.15499999999992
2365,104.49999999999994,11,79,0.01,45.99700618092018,93.9519999999999
2366,80.49999999999999,9,75,0.01,47.860506884257,94.99599999999991
2367,39.500000000000014,5,64,0.01,43.69570980221033,95.37099999999991
2368,146.59999999999982,15,170,0.01,48.466210323221546,95.1339999999999
2369,0.6999999999999993,1,10,0.01,46.82183923721313,94.61799999999992
2370,53.30000000000003,6,48,0.01,42.296753784020744,93.06099999999991
2371,10.299999999999997,2,11,0.01,47.87397865815596,92.85899999999992
2372,21.900000000000013,3,56,0.01,62.974744881902424,91.05699999999992
2373,133.39999999999986,14,183,0.01,50.48739024719905,91.05799999999992
2374,113.59999999999995,11,200,0.01,45.46121930360794,91.54299999999992
2375,156.9999999999998,15,200,0.01,50.72153079509735,91.82999999999993
2376,42.40000000000002,5,73,0.01,57.00556001271287,93.49999999999993
2377,198.59999999999968,19,200,0.01,46.625893576145174,92.78299999999992
2378,0.20000000000000107,1,13,0.01,40.780720930833084,93.40199999999992
2379,86.09999999999997,9,124,0.01,51.74220313564424,92.66899999999993
2380,116.79999999999986,12,184,0.01,53.27076254979424,91.74399999999996
2381,94.29999999999995,10,106,0.01,45.291446136978436,92.26199999999993
2382,168.6999999999997,16,200,0.01,47.494076192379,93.21999999999993
2383,0.09999999999999964,1,18,0.01,54.74307049645318,94.8999999999999
2384,177.9999999999998,17,200,0.01,45.43746537208557,93.8529999999999
2385,166.2999999999997,17,183,0.01,50.34215971941505,94.79999999999993
2386,105.5999999999998,11,137,0.01,46.10647181350819,96.04199999999992
2387,65.60000000000001,7,83,0.01,52.232319010309425,95.2069999999999
2388,135.79999999999984,14,125,0.01,51.84995499038696,94.10299999999992
2389,105.09999999999995,11,96,0.01,51.39613490303358,94.8199999999999
2390,123.99999999999994,13,115,0.01,56.467907565572986,94.02999999999987
2391,20.200000000000003,3,9,0.01,37.1345599492391,94.2219999999999
2392,63.30000000000001,7,93,0.01,48.01624648545378,93.2589999999999
2393,288.8,28,200,0.01,53.14593253135681,93.06699999999992
2394,114.79999999999987,12,93,0.01,48.66173005360429,95.5309999999999
2395,83.00000000000003,9,80,0.01,52.941736191511154,96.6779999999999
2396,40.10000000000002,5,58,0.01,49.28568295774789,96.47299999999991
2397,198.49999999999977,19,200,0.01,64.88592614889144,95.21099999999991
2398,125.59999999999988,13,159,0.01,53.8684653845973,96.46199999999992
2399,167.19999999999968,16,200,0.01,57.25660738229752,96.87199999999993
2400,63.20000000000003,7,81,0.01,53.87674920941576,98.32999999999991
2401,43.300000000000026,5,72,0.01,51.790786723295845,97.48599999999992
2402,127.69999999999982,13,119,0.01,54.88190511495125,97.8109999999999
2403,49.60000000000003,6,82,0.01,50.7712757064075,97.1969999999999
2404,84.39999999999999,9,89,0.01,46.425248113910804,97.26399999999992
2405,134.09999999999982,14,113,0.01,58.172089483885635,97.46799999999992
2406,159.99999999999972,15,200,0.01,61.45232441186905,98.80599999999993
2407,124.19999999999987,13,131,0.01,50.8902939585329,100.19799999999991
2408,81.40000000000002,9,75,0.01,61.17345406850179,100.09599999999993
2409,147.99999999999986,14,200,0.01,59.2056969499588,100.28499999999993
2410,123.79999999999987,13,99,0.01,55.128266503112485,100.31599999999995
2411,-93.5,0,101,0.01,70.29280114409947,100.93399999999994
2412,0.10000000000000142,1,6,0.01,15.892048358917236,98.31899999999995
2413,-0.4000000000000039,1,23,0.01,36.733596055404,96.65499999999994
2414,11.300000000000011,2,20,0.01,78.43646364212036,94.87499999999996
2415,207.6999999999997,20,200,0.01,54.4847059059143,95.09699999999994
2416,41.10000000000001,5,46,0.01,57.71829727421636,95.70599999999993
2417,155.39999999999975,16,139,0.01,58.5972220708998,95.48499999999993
2418,81.99999999999993,9,81,0.01,69.66720371481813,95.26599999999993
2419,178.49999999999974,17,200,0.01,70.67153216362,94.69899999999993
2420,53.10000000000003,6,52,0.01,54.28018885392409,96.59199999999993
2421,176.39999999999975,18,149,0.01,52.49793420702019,95.43799999999992
2422,41.80000000000002,5,40,0.01,62.26070115566254,96.56999999999992
2423,19.0,3,39,0.01,56.49823287817148,96.1629999999999
2424,137.39999999999984,14,148,0.01,57.89803351582707,96.3519999999999
2425,105.29999999999988,11,110,0.01,66.24638589512219,95.74999999999991
2426,125.19999999999985,13,116,0.01,65.94284652430436,95.24899999999988
2427,63.300000000000026,7,60,0.01,51.60487738450368,94.80099999999993
2428,64.70000000000002,7,112,0.01,53.5094173848629,95.42799999999994
2429,31.20000000000001,4,23,0.01,64.55398874697478,95.00999999999995
2430,72.90000000000002,8,75,0.01,60.52738039016724,92.72099999999996
2431,0.40000000000000036,1,9,0.01,64.50692791408963,92.82699999999996
2432,0.40000000000000036,1,9,0.01,43.58893998463949,91.68799999999993
2433,20.300000000000004,3,32,0.01,71.81352424621582,89.79699999999995
2434,1.0999999999999979,1,14,0.01,35.72637448992048,89.35999999999994
2435,0.20000000000000107,1,7,0.01,33.250579561506,89.36799999999994
2436,26.700000000000003,4,54,0.01,66.38714898074115,89.14599999999994
2437,84.6999999999999,9,88,0.01,53.083234651522204,87.92699999999996
2438,159.2999999999997,15,200,0.01,61.40314779758453,87.29599999999996
2439,-1.5,1,14,0.01,66.82106266702924,88.88599999999997
2440,198.59999999999974,19,200,0.01,54.49794607162475,86.79799999999997
2441,39.00000000000002,5,51,0.01,51.62429645949719,87.94399999999997
2442,53.50000000000004,6,74,0.01,46.645812240806784,87.69599999999997
2443,44.20000000000003,5,63,0.01,71.68164808787996,87.58499999999997
2444,82.6,9,85,0.01,55.572290605657244,86.74699999999996
2445,21.0,3,23,0.01,57.46292873050856,85.68499999999995
2446,0.5999999999999996,1,17,0.01,101.39615973304299,85.49299999999994
2447,136.79999999999978,13,200,0.01,53.98719503879547,84.03099999999995
2448,116.99999999999987,11,200,0.01,64.69192977905273,84.76599999999993
2449,219.7999999999996,21,200,0.01,63.15381989955902,85.93199999999993
2450,186.29999999999976,18,200,0.01,54.70343466281891,88.13299999999992
2451,157.3999999999998,16,149,0.01,60.27267774799526,87.50399999999992
2452,115.29999999999991,12,97,0.01,45.06554205884638,88.86699999999992
2453,60.90000000000002,7,52,0.01,72.37655879901006,88.5399999999999
2454,1.2999999999999972,1,20,0.01,66.33945364952088,89.14599999999992
2455,124.99999999999986,13,153,0.01,59.08406112396639,89.15399999999991
2456,168.09999999999974,17,165,0.01,59.97173824888287,88.8179999999999
2457,165.59999999999985,17,168,0.01,61.36044490337372,89.7579999999999
2458,30.800000000000004,4,37,0.01,55.28688617654749,90.26099999999991
2459,0.5,1,8,0.01,47.06764006614685,90.34599999999992
2460,175.99999999999983,17,200,0.01,66.06303663492203,89.08199999999992
2461,61.900000000000034,7,88,0.01,60.53040472485802,89.67199999999991
2462,85.49999999999996,9,116,0.01,59.88286554402318,90.06599999999992
2463,0.3000000000000007,1,8,0.01,55.089087188243866,89.01099999999991
2464,39.60000000000001,5,51,0.01,53.3120719498279,87.43499999999993
2465,210.3999999999996,20,200,0.01,53.77487939596176,87.41799999999992
2466,201.09999999999968,19,200,0.01,54.10194094657898,88.47699999999992
2467,95.99999999999991,10,101,0.01,50.74018200789348,89.68299999999992
2468,165.4999999999999,16,200,0.01,53.581553502082826,90.24799999999992
2469,165.59999999999977,17,134,0.01,56.08719553876279,90.43699999999994
2470,83.8,9,149,0.01,54.909761278421286,92.08599999999993
2471,0.5,1,11,0.01,53.12765342539007,92.3909999999999
2472,135.69999999999987,14,102,0.01,52.44824042507246,92.29299999999992
2473,124.39999999999986,13,163,0.01,57.49752629168926,93.43099999999993
2474,178.99999999999972,17,200,0.01,58.47961477518081,93.34099999999994
2475,198.09999999999974,20,183,0.01,57.79335753122965,93.9949999999999
2476,0.09999999999999964,1,6,0.01,70.15580995877583,94.4059999999999
2477,103.09999999999994,11,99,0.01,61.3641445660832,93.98299999999992
2478,124.69999999999987,13,85,0.01,48.703111053915585,93.02799999999992
2479,96.89999999999989,10,120,0.01,67.89290764331818,94.27299999999994
2480,166.5999999999997,17,167,0.01,51.32783550844935,94.38099999999991
2481,100.29999999999991,11,118,0.01,55.081975738881,94.87899999999992
2482,115.79999999999984,12,91,0.01,54.39140366459941,94.93899999999992
2483,116.29999999999991,12,126,0.01,53.14198016363477,94.40999999999991
2484,185.79999999999984,19,169,0.01,57.01355446584126,95.5719999999999
2485,209.8999999999997,20,200,0.01,63.950016140937805,95.64999999999989
2486,123.79999999999987,13,151,0.01,48.4267133245405,96.0859999999999
2487,106.09999999999991,11,108,0.01,54.72693073749542,96.26799999999989
2488,100.79999999999993,11,87,0.01,51.78106851139288,96.6729999999999
2489,41.700000000000024,5,62,0.01,57.394186919735326,96.32299999999988
2490,186.79999999999978,18,200,0.01,58.44311274766922,95.6889999999999
2491,85.49999999999993,9,95,0.01,56.295541326623216,96.31699999999988
2492,104.5,11,92,0.01,54.905710360278256,96.96999999999987
2493,103.49999999999994,11,80,0.01,55.13735967874527,97.38199999999988
2494,31.80000000000001,4,37,0.01,53.30971033508713,95.52899999999988
2495,105.19999999999997,11,89,0.01,61.848018346207866,94.69899999999988
2496,62.00000000000003,7,64,0.01,73.07027323544025,94.92099999999989
2497,123.49999999999989,13,113,0.01,63.52288717928186,95.13999999999989
2498,92.79999999999997,10,71,0.01,55.21893899541506,94.38999999999992
2499,95.69999999999995,10,130,0.01,58.88574968484732,94.0619999999999
2500,72.89999999999999,8,86,0.01,57.861134817433914,93.34699999999992
2501,83.99999999999997,9,69,0.01,63.23362846650939,93.4439999999999
2502,64.60000000000001,7,91,0.01,67.22996003287179,93.85099999999991
2503,52.30000000000002,6,40,0.01,65.8303211927414,93.21999999999991
2504,42.10000000000002,5,48,0.01,64.27425142129262,93.24699999999991
2505,200.49999999999966,19,200,0.01,71.67349832296371,92.82399999999993
2506,84.59999999999992,9,116,0.01,67.96070671081543,93.48799999999994
2507,64.89999999999999,7,86,0.01,74.00734888121139,92.73399999999997
2508,0.20000000000000107,1,17,0.01,47.63063122244442,92.14099999999995
2509,84.99999999999999,9,111,0.01,67.61520445883811,91.32899999999994
2510,102.69999999999997,11,69,0.01,63.05614917865698,90.69899999999996
2511,1.0999999999999979,1,20,0.01,36.37367367744446,90.48799999999996
2512,1.7763568394002505e-15,1,9,0.01,106.07757992214627,91.43399999999998
2513,95.19999999999987,10,149,0.01,66.9093513456767,91.43299999999998
2514,158.0999999999998,16,188,0.01,61.62044268466057,92.38899999999998
2515,83.59999999999998,9,115,0.01,60.20248467403909,93.85699999999999
2516,61.50000000000004,7,110,0.01,53.03215831843289,92.61599999999997
2517,39.80000000000002,5,39,0.01,61.51461331049601,92.81999999999998
2518,83.1,9,99,0.01,61.040750132666695,91.66399999999997
2519,62.10000000000004,7,50,0.01,72.63483764648437,91.67499999999998
2520,62.800000000000026,7,87,0.01,56.545427788263076,90.51099999999998
2521,165.89999999999984,17,149,0.01,66.61266396669734,90.60799999999999
2522,126.49999999999982,12,200,0.01,63.57213125705719,90.50299999999997
2523,63.50000000000003,7,72,0.01,64.40789554516475,91.34999999999997
2524,85.19999999999999,9,87,0.01,61.446685451200636,91.79499999999996
2525,61.90000000000002,7,44,0.01,49.045955777168274,91.27299999999997
2526,10.800000000000008,2,15,0.01,82.52908121744791,90.83899999999996
2527,31.90000000000002,4,42,0.01,49.006741398856754,89.69499999999996
2528,0.20000000000000107,1,12,0.01,91.06058971087138,89.38099999999994
2529,83.30000000000003,9,108,0.01,71.61020340742888,88.73599999999996
2530,-10.7,0,8,0.01,51.51829433441162,89.25699999999995
2531,84.0,9,81,0.01,45.42169506755876,88.42099999999996
2532,146.69999999999987,15,148,0.01,63.9490518602165,89.25699999999998
2533,133.6999999999999,14,132,0.01,54.86228936368769,90.71999999999997
2534,105.39999999999986,11,88,0.01,59.726005749268964,91.85399999999998
2535,42.20000000000002,5,49,0.01,54.544817788260325,92.89699999999998
2536,63.60000000000002,7,67,0.01,61.61282192059417,93.317
2537,0.40000000000000036,1,9,0.01,75.98071108924017,93.68599999999998
2538,93.79999999999994,10,115,0.01,74.31307562952456,92.84299999999998
2539,83.09999999999998,9,117,0.01,62.48735153573191,92.18799999999997
2540,124.09999999999988,13,128,0.01,63.37481828778982,93.03399999999998
2541,85.79999999999994,9,103,0.01,62.060050436593954,92.28899999999997
2542,40.400000000000006,5,18,0.01,66.86654233932495,92.75699999999998
2543,62.800000000000026,7,97,0.01,59.70563885600296,92.62599999999996
2544,11.400000000000006,2,21,0.01,76.85383692241851,92.81199999999997
2545,82.49999999999997,9,118,0.01,71.36006881422915,92.09999999999995
2546,125.79999999999984,12,200,0.01,67.7488749909401,92.71499999999995
2547,0.8999999999999986,1,16,0.01,69.96603655815125,93.96699999999996
2548,62.90000000000002,7,56,0.01,80.90056593077523,92.60799999999993
2549,106.49999999999989,11,122,0.01,60.03446289359546,92.06699999999994
2550,73.89999999999992,8,109,0.01,52.6339285395561,90.93399999999991
2551,104.7999999999999,11,113,0.01,51.42793403051596,89.8099999999999
2552,148.0999999999998,15,164,0.01,66.28072768013652,89.2839999999999
2553,260.19999999999976,25,200,0.01,58.72419327020645,89.6119999999999
2554,0.5999999999999996,1,9,0.01,77.91667858759563,91.6049999999999
2555,21.300000000000004,3,42,0.01,59.4811129342942,91.59799999999991
2556,178.1999999999998,18,198,0.01,66.02695687611897,90.56099999999991
2557,21.600000000000016,3,27,0.01,65.1665636698405,90.66199999999989
2558,91.99999999999994,10,87,0.01,57.06348657059944,89.22199999999992
2559,178.39999999999966,17,200,0.01,66.73721873283387,89.8339999999999
2560,-10.4,0,5,0.01,76.06722373962403,91.6129999999999
2561,22.100000000000023,3,28,0.01,59.87635966709682,89.74899999999991
2562,43.10000000000004,5,54,0.01,50.89272243005258,89.35099999999991
2563,0.3000000000000007,1,10,0.01,51.98763885498047,88.92699999999992
2564,82.5,9,95,0.01,56.7766728652151,88.92699999999992
2565,178.29999999999987,18,183,0.01,51.03498695847767,89.35599999999991
2566,158.49999999999977,16,170,0.01,57.45811814981349,89.03499999999993
2567,208.3999999999997,21,186,0.01,53.8221362239571,88.60899999999992
2568,188.39999999999972,19,170,0.01,60.285465352675494,89.73299999999993
2569,157.9999999999998,16,164,0.01,54.68171227559811,89.96199999999993
2570,114.99999999999996,12,137,0.01,45.770974796183786,89.88599999999995
2571,19.5,3,26,0.01,41.21365273915804,90.19799999999994
2572,0.8999999999999986,1,16,0.01,49.17101010680199,90.38799999999993
2573,106.2999999999999,11,140,0.01,58.915891357830596,89.03999999999995
2574,10.099999999999994,2,10,0.01,61.04091110229492,88.85899999999994
2575,155.8999999999998,16,156,0.01,59.8405668980036,87.16999999999994
2576,21.10000000000001,3,24,0.01,83.89269880453746,86.74799999999993
2577,134.29999999999987,14,142,0.01,54.73969203989271,86.95799999999994
2578,84.10000000000002,9,84,0.01,56.62739752020155,87.26999999999992
2579,155.89999999999986,16,164,0.01,58.71662851368509,86.86399999999995
2580,157.2999999999998,15,200,0.01,58.44097214460373,87.45399999999994
2581,62.10000000000005,7,44,0.01,61.17084723169153,87.36099999999993
2582,93.69999999999992,10,111,0.01,66.63277529811,86.97899999999996
2583,103.19999999999996,11,86,0.01,54.30399689009023,86.75799999999998
2584,168.39999999999972,16,200,0.01,60.59628256797791,86.627
2585,73.09999999999995,8,78,0.01,56.49950653467423,86.45299999999997
2586,137.99999999999983,14,149,0.01,66.23666506325638,85.08499999999998
2587,31.30000000000001,4,21,0.01,56.92229529789516,85.22699999999998
2588,30.6,4,41,0.01,72.65408246110125,84.47899999999996
2589,134.79999999999987,14,115,0.01,59.33564034337583,83.77699999999997
2590,134.79999999999998,14,106,0.01,48.82075913447254,84.70799999999996
2591,42.200000000000024,5,39,0.01,54.76562993954389,84.18799999999997
2592,0.40000000000000036,1,7,0.01,36.056054660252165,83.75499999999998
2593,143.8999999999999,15,122,0.01,57.752725804438356,82.714
2594,125.19999999999982,13,181,0.01,57.20173668202774,83.118
2595,199.9999999999997,19,200,0.01,69.67739379644394,84.052
2596,21.200000000000003,3,35,0.01,71.66307938439506,85.0
2597,0.3000000000000007,1,12,0.01,66.83265233039856,84.59200000000001
2598,116.99999999999986,12,161,0.01,66.71288832670413,83.35999999999999
2599,0.8000000000000007,1,11,0.01,61.74892096085982,83.60199999999999
2600,168.59999999999974,17,199,0.01,64.4769283658895,82.65299999999998
2601,0.5,1,12,0.01,63.41267069180807,83.60999999999999
2602,170.69999999999962,16,200,0.01,54.18464410305023,82.77499999999998
2603,0.3000000000000007,1,6,0.01,26.56279420852661,83.83599999999997
2604,147.29999999999978,15,200,0.01,64.55119389772415,83.31599999999997
2605,92.89999999999995,10,78,0.01,70.2600176456647,84.36799999999995
2606,116.59999999999982,12,133,0.01,58.25882474999679,83.29199999999997
2607,62.500000000000014,7,46,0.01,70.08639462097831,83.61199999999997
2608,42.10000000000002,5,36,0.01,67.85429835319519,83.58799999999998
2609,82.40000000000002,9,89,0.01,59.387278471100196,84.00699999999998
2610,126.49999999999989,13,106,0.01,58.12040277697005,83.98099999999997
2611,0.9000000000000004,1,12,0.01,64.13857277234395,84.21899999999997
2612,42.40000000000002,5,47,0.01,71.00952736874844,84.21699999999996
2613,145.09999999999977,15,152,0.01,50.414036201803306,84.64099999999995
2614,41.200000000000024,5,41,0.01,43.6661292285454,85.13999999999996
2615,40.4,5,39,0.01,43.74525851469774,83.97099999999996
2616,83.80000000000001,9,95,0.01,59.54853024733694,83.53899999999996
2617,-9.6,0,15,0.01,63.15175838470459,83.76199999999996
2618,62.300000000000026,7,45,0.01,57.201797824435765,83.26799999999994
2619,63.000000000000014,7,59,0.01,58.84667706893662,83.05999999999993
2620,114.69999999999992,12,113,0.01,54.15297147447029,83.06899999999995
2621,123.79999999999993,13,86,0.01,49.86443115944086,83.58799999999995
2622,248.0999999999996,24,200,0.01,64.49640669345855,83.16699999999993
2623,136.3999999999999,13,200,0.01,57.18368404388428,84.38299999999995
2624,137.59999999999982,14,169,0.01,56.85707286405845,85.11199999999995
2625,62.2,7,62,0.01,72.11967751287645,85.63599999999995
2626,124.39999999999986,13,92,0.01,66.66846164931421,85.63899999999994
2627,82.39999999999998,9,84,0.01,49.42030937331064,86.77499999999995
2628,41.00000000000002,5,45,0.01,56.07938217586941,87.27999999999994
2629,179.0999999999997,18,165,0.01,69.50100983706388,87.68799999999993
2630,199.19999999999973,19,200,0.01,56.12572286605835,88.64599999999994
2631,63.50000000000003,7,64,0.01,60.2138899192214,90.74499999999993
2632,52.70000000000003,6,50,0.01,45.469414768218996,90.5399999999999
2633,61.20000000000002,7,45,0.01,47.823551156785754,89.59999999999991
2634,31.100000000000023,4,62,0.01,70.79464761672482,88.87499999999991
2635,0.0,1,3,0.01,79.13551076253255,88.13199999999992
2636,148.29999999999976,14,200,0.01,64.58777359127998,87.70999999999991
2637,42.10000000000003,5,54,0.01,56.56632347460146,88.5569999999999
2638,123.59999999999988,13,145,0.01,67.34320757306855,88.9739999999999
2639,137.7999999999998,14,129,0.01,61.33690094023712,89.27199999999989
2640,165.89999999999984,17,114,0.01,60.80395355559232,89.81899999999989
2641,105.69999999999995,11,136,0.01,55.78596901192385,90.2369999999999
2642,147.69999999999976,14,200,0.01,53.42436262607575,90.4359999999999
2643,186.79999999999967,18,200,0.01,56.342264494895936,91.50899999999987
2644,94.29999999999998,10,118,0.01,60.57578569347576,92.74899999999985
2645,83.19999999999992,9,85,0.01,58.92679471969605,93.57799999999985
2646,166.89999999999972,17,149,0.01,61.08036282238544,93.58499999999987
2647,159.29999999999978,16,149,0.01,53.86764963201228,93.99599999999985
2648,198.19999999999968,20,156,0.01,51.51231297468528,95.57999999999986
2649,189.1999999999996,19,170,0.01,53.452155671400185,96.93299999999985
2650,64.99999999999999,7,111,0.01,59.755312670458544,97.75999999999983
2651,0.40000000000000036,1,9,0.01,48.25159772237142,97.67099999999984
2652,137.49999999999983,14,148,0.01,53.506412950721945,96.62699999999984
2653,137.39999999999984,14,124,0.01,57.47852409655048,96.52099999999984
2654,144.89999999999992,15,124,0.01,61.175497666482,95.29299999999985
2655,41.70000000000001,5,44,0.01,48.500986912033774,96.73599999999983
2656,0.3000000000000007,1,6,0.01,37.81976048151652,96.93999999999986
2657,20.299999999999997,3,18,0.01,71.91929014523824,95.16099999999986
2658,123.40000000000002,12,200,0.01,56.3886039352417,95.14799999999985
2659,127.39999999999984,13,143,0.01,50.311526235166966,95.46199999999985
2660,93.99999999999996,10,81,0.01,46.281976970625514,94.95199999999984
2661,0.5,1,8,0.01,59.36768305301666,95.99599999999984
2662,167.1999999999998,17,141,0.01,58.77213043862201,95.77999999999983
2663,0.5999999999999996,1,17,0.01,53.38066140343161,97.02099999999984
2664,51.500000000000014,6,40,0.01,60.075937604904176,97.02399999999983
2665,22.600000000000016,3,39,0.01,42.276843511141266,96.71399999999986
2666,115.99999999999993,11,200,0.01,50.44474514722824,95.15699999999987
2667,177.9999999999997,18,191,0.01,54.39304848865689,94.73199999999986
2668,62.300000000000054,7,84,0.01,61.63379236630031,94.42799999999988
2669,22.30000000000002,3,44,0.01,43.67375688119368,93.1669999999999
2670,136.6999999999998,14,152,0.01,54.8843664621052,91.80999999999989
2671,125.59999999999982,13,115,0.01,49.107365131378174,92.02699999999987
2672,81.9999999999999,9,62,0.01,42.689107825679166,93.08799999999988
2673,105.59999999999995,11,95,0.01,68.1998184655842,93.89899999999989
2674,82.89999999999998,9,88,0.01,59.09675881537524,93.8919999999999
2675,125.59999999999991,13,141,0.01,59.23498400559662,94.61999999999989
2676,32.300000000000026,4,40,0.01,55.87821099758148,94.3169999999999
2677,197.59999999999982,19,200,0.01,53.74544636130333,94.42899999999989
2678,188.29999999999976,18,200,0.01,52.72063443422317,95.0619999999999
2679,168.39999999999975,16,200,0.01,51.90828127622604,96.10399999999989
2680,32.60000000000004,4,63,0.01,57.88767050183009,96.22899999999989
2681,146.99999999999977,15,150,0.01,52.09533755938212,94.9819999999999
2682,40.699999999999996,5,68,0.01,44.57299231080448,95.83099999999993
2683,0.6999999999999993,1,12,0.01,18.272091070810955,95.30099999999993
2684,139.9999999999997,14,169,0.01,51.34980075599174,94.27599999999993
2685,40.0,5,22,0.01,60.92245188626376,93.99199999999993
2686,200.19999999999962,19,200,0.01,48.024443852901456,93.66099999999994
2687,0.20000000000000107,1,11,0.01,40.59539526159113,94.28299999999992
2688,53.900000000000055,6,68,0.01,48.79017688947565,93.97199999999994
2689,63.70000000000002,7,94,0.01,59.132504726978055,94.20499999999993
2690,43.30000000000003,5,90,0.01,43.168463457955255,93.49399999999993
2691,10.600000000000001,2,21,0.01,50.69172613961356,92.57899999999992
2692,107.49999999999989,11,142,0.01,53.39130161513745,92.26299999999992
2693,146.09999999999988,15,130,0.01,50.626995757909924,93.33399999999992
2694,40.70000000000001,5,24,0.01,52.82362047831217,93.35599999999995
2695,73.40000000000008,8,123,0.01,39.89711676186663,92.51099999999992
2696,137.1999999999998,14,173,0.01,41.661786801553184,91.24499999999993
2697,41.80000000000001,5,43,0.01,60.3845056933026,92.40499999999992
2698,199.59999999999965,20,192,0.01,55.0965054606398,92.8199999999999
2699,167.09999999999977,17,168,0.01,50.51172490347,93.64599999999992
2700,187.4999999999997,18,200,0.01,47.249865024089814,95.30899999999991
2701,146.89999999999984,15,160,0.01,51.8077103972435,95.49799999999992
2702,-0.1999999999999993,1,25,0.01,45.40680347442627,96.96199999999992
