episode,reward,score,steps,epsilon,loss,avg_reward_100
5541,43.40000000000004,5,61,0.01,76.51076090140421,86.68299999999992
5542,148.39999999999978,15,143,0.01,59.68091952717388,87.01499999999992
5543,0.10000000000000142,1,8,0.01,52.075257301330566,88.38899999999991
5544,11.199999999999996,2,19,0.01,60.9806725351434,88.3879999999999
5545,166.19999999999976,17,131,0.01,75.21750237195546,86.47999999999993
5546,21.900000000000006,3,30,0.01,58.35105934143066,87.39499999999991
5547,101.69999999999992,11,80,0.01,77.96199541091919,86.36099999999992
5548,97.19999999999986,10,114,0.01,69.793596501936,87.07399999999993
5549,220.29999999999967,21,200,0.01,69.38986929893494,87.40599999999995
5550,157.19999999999982,15,200,0.01,69.33098050117492,88.44699999999993
5551,-12.399999999999997,2,54,0.01,74.71738566292657,88.85699999999993
5552,104.39999999999992,11,114,0.01,70.41848956492909,87.04099999999993
5553,198.99999999999974,20,200,0.01,65.13830135822296,86.29699999999994
5554,20.6,3,17,0.01,73.07718058193431,87.75799999999992
5555,125.19999999999985,13,110,0.01,63.941809610887006,87.65299999999993
5556,83.6,9,77,0.01,79.30872264465728,87.84099999999994
5557,-1.5999999999999996,1,13,0.01,83.96204860393817,87.11399999999992
5558,154.69999999999985,16,139,0.01,76.09086910769236,86.68599999999994
5559,195.99999999999972,19,200,0.01,65.98085464000702,87.17599999999993
5560,140.99999999999972,13,200,0.01,61.793869051933285,88.70999999999992
5561,42.300000000000026,5,52,0.01,83.59493074050316,88.75699999999993
5562,95.89999999999992,10,98,0.01,70.79175648883897,88.12199999999993
5563,0.09999999999999964,1,8,0.01,63.81471240520477,88.0279999999999
5564,220.49999999999963,22,197,0.01,69.78747438053189,87.4089999999999
5565,103.79999999999997,11,63,0.01,64.38918763115292,89.18899999999992
5566,175.59999999999977,18,172,0.01,68.27842102494351,90.21199999999992
5567,75.09999999999998,8,88,0.01,62.58225526592948,90.29899999999991
5568,147.79999999999976,15,135,0.01,71.96014746206778,91.1499999999999
5569,1.1999999999999975,1,27,0.01,50.181036631266274,91.3659999999999
5570,104.29999999999997,11,153,0.01,68.95951995974272,89.90599999999993
5571,158.39999999999975,15,200,0.01,61.98561028003692,90.20999999999992
5572,174.79999999999976,18,143,0.01,69.90822535294753,90.9619999999999
5573,84.99999999999996,9,97,0.01,64.93571177217149,92.6969999999999
5574,127.89999999999978,13,146,0.01,69.90379938360763,91.97499999999992
5575,20.700000000000003,3,36,0.01,70.47567982143826,91.3999999999999
5576,167.39999999999978,16,200,0.01,70.56870815753936,91.08399999999992
5577,155.79999999999976,16,195,0.01,75.90123524788099,91.68799999999992
5578,148.49999999999977,15,142,0.01,64.74455719598582,91.56599999999992
5579,0.3000000000000007,1,10,0.01,58.26780662536621,91.81699999999992
5580,146.9999999999998,15,145,0.01,60.03699353974441,90.98399999999991
5581,104.3999999999999,11,99,0.01,67.21226541923754,91.41899999999991
5582,0.5999999999999979,1,17,0.01,64.44634028042064,91.43299999999992
5583,29.30000000000001,4,36,0.01,77.19275379180908,90.68699999999994
5584,137.29999999999978,14,158,0.01,68.5842152879208,89.72199999999994
5585,42.80000000000003,7,83,0.01,62.96091358920178,90.4829999999999
5586,146.8999999999998,15,146,0.01,71.153659147759,89.7669999999999
5587,62.400000000000034,7,67,0.01,66.5079001099316,89.8809999999999
5588,103.29999999999997,11,88,0.01,66.97973370552063,88.4969999999999
5589,210.69999999999968,21,196,0.01,71.77109988854856,88.50899999999989
5590,0.3000000000000007,1,8,0.01,71.92089509963989,90.71099999999987
5591,125.09999999999997,13,108,0.01,60.926891061994766,89.78799999999988
5592,83.79999999999995,9,67,0.01,86.07919412584447,89.3679999999999
5593,83.6,9,81,0.01,80.39998261722518,88.93899999999991
5594,0.5999999999999996,1,11,0.01,33.83953857421875,89.04999999999993
5595,43.400000000000034,5,51,0.01,84.83165642794441,87.27099999999993
5596,64.30000000000003,7,78,0.01,76.63736036496284,87.70199999999991
5597,106.39999999999989,11,107,0.01,74.41921152132694,87.29099999999993
5598,30.400000000000006,4,12,0.01,96.95448525746663,88.35299999999992
5599,63.900000000000034,7,78,0.01,66.9614054851043,88.54299999999992
5600,124.7999999999999,13,101,0.01,69.7904500205918,88.95999999999991
5601,116.79999999999986,12,137,0.01,70.93018700258575,89.9079999999999
5602,125.6999999999999,13,97,0.01,70.5927286639656,89.92599999999992
5603,0.5999999999999996,1,9,0.01,64.79878891838922,90.75999999999993
5604,75.39999999999995,8,75,0.01,69.67907498677572,88.97099999999993
5605,124.59999999999994,13,109,0.01,56.47289750335413,89.50899999999993
5606,84.4,9,99,0.01,76.3939517917055,89.46899999999997
5607,0.4999999999999982,1,10,0.01,113.39921035766602,88.44999999999995
5608,168.79999999999973,16,200,0.01,67.66444707870484,87.82199999999995
5609,51.800000000000026,6,51,0.01,76.03473001367905,88.35799999999996
5610,125.59999999999994,13,143,0.01,79.26829751554902,88.45999999999995
5611,116.39999999999989,12,137,0.01,66.3637972991832,89.71299999999995
5612,167.89999999999978,17,134,0.01,62.82054876213643,89.86599999999994
5613,124.29999999999987,13,94,0.01,74.67064260929189,90.37999999999994
5614,0.09999999999999964,1,4,0.01,78.78755903244019,91.43499999999993
5615,200.79999999999964,19,200,0.01,68.65935752391815,90.79099999999993
5616,95.09999999999985,10,106,0.01,70.20843971000528,91.55799999999992
5617,106.79999999999988,11,112,0.01,69.57298295412745,91.67799999999993
5618,-1.5,1,12,0.01,44.16332213083903,92.31599999999993
5619,126.19999999999987,13,133,0.01,68.85032121041664,92.08699999999992
5620,32.90000000000001,4,46,0.01,70.71290748015694,92.19699999999993
5621,104.99999999999993,11,115,0.01,70.87554413339366,92.09899999999992
5622,124.2999999999999,13,102,0.01,77.23941767449473,91.46399999999994
5623,167.99999999999974,17,177,0.01,72.2821887872987,91.65099999999993
5624,202.79999999999959,19,200,0.01,72.21166798114777,91.65499999999993
5625,63.50000000000004,7,74,0.01,66.90219856597282,93.57199999999993
5626,105.69999999999993,11,106,0.01,61.55127954932878,93.49199999999993
5627,62.200000000000045,7,59,0.01,68.71258986198296,93.72199999999994
5628,95.99999999999993,10,87,0.01,63.857596539902964,92.67199999999994
5629,86.60000000000001,9,105,0.01,73.56963653564453,93.62799999999994
5630,10.900000000000002,2,32,0.01,70.33809217810631,93.64299999999994
5631,106.29999999999991,11,130,0.01,67.1564588033236,93.74699999999993
5632,0.10000000000000142,1,6,0.01,51.14813391367594,94.38499999999993
5633,21.60000000000001,3,27,0.01,56.68998093075223,94.27399999999994
5634,94.6,10,103,0.01,64.47681348300675,93.75299999999994
5635,208.8999999999997,20,200,0.01,67.00369653701782,93.65599999999993
5636,133.1999999999999,14,111,0.01,68.39057278847909,94.77599999999995
5637,93.29999999999995,10,70,0.01,69.29998787471226,94.51999999999994
5638,42.30000000000002,5,56,0.01,64.6682630436761,95.23099999999995
5639,61.10000000000004,7,76,0.01,71.28107182603134,95.24099999999993
5640,103.6999999999999,11,74,0.01,73.26731387988941,94.19499999999995
5641,131.79999999999993,14,128,0.01,71.29314600676298,94.28099999999995
5642,41.20000000000001,5,43,0.01,48.51620818293372,95.16499999999995
5643,156.8999999999998,16,139,0.01,74.95744887701899,94.09299999999993
5644,11.099999999999998,2,40,0.01,73.13458898067475,95.66099999999993
5645,115.29999999999993,12,119,0.01,72.53775725645177,95.65999999999993
5646,0.10000000000000142,1,14,0.01,68.5816959653582,95.15099999999993
5647,105.29999999999995,11,96,0.01,64.98481512069702,94.93299999999994
5648,113.49999999999994,12,93,0.01,65.54457252256331,94.96899999999992
5649,197.59999999999977,20,165,0.01,64.4074948050759,95.13199999999992
5650,40.90000000000003,5,56,0.01,71.48418888023922,94.90499999999993
5651,136.8999999999998,14,176,0.01,65.75252363898538,93.74199999999993
5652,0.1999999999999993,1,5,0.01,34.951198959350585,95.23499999999993
5653,-14.000000000000004,1,41,0.01,74.6113253337581,94.19299999999994
5654,92.9,10,90,0.01,57.2095960828993,92.06299999999993
5655,190.7999999999996,18,200,0.01,62.045666751861575,92.78599999999994
5656,165.6999999999998,17,104,0.01,78.83764662192418,93.44199999999994
5657,41.300000000000026,5,40,0.01,71.07867513895035,94.26299999999993
5658,62.30000000000001,7,52,0.01,71.89032923258267,94.69199999999994
5659,134.99999999999986,14,111,0.01,72.51176146773605,93.76799999999992
5660,1.899999999999995,1,28,0.01,55.03200210843767,93.15799999999992
5661,51.70000000000003,6,54,0.01,75.99182393815782,91.76699999999991
5662,10.5,2,10,0.01,81.10682048797608,91.86099999999993
5663,11.199999999999996,2,23,0.01,61.632935565450914,91.00699999999993
5664,164.29999999999978,17,198,0.01,74.60353131246085,91.11799999999994
5665,147.49999999999983,15,160,0.01,70.52853713035583,90.55599999999991
5666,21.20000000000001,3,39,0.01,54.21038004068228,90.99299999999992
5667,167.39999999999972,17,159,0.01,66.42982100240839,89.44899999999994
5668,85.19999999999996,9,91,0.01,80.11796961773882,90.37199999999993
5669,116.59999999999987,12,158,0.01,60.55187212666379,89.74599999999995
5670,52.70000000000003,6,70,0.01,68.55022614342826,90.89999999999995
5671,142.39999999999986,15,107,0.01,62.20927283474218,90.38399999999996
5672,0.29999999999999893,1,12,0.01,82.31968307495117,90.22399999999995
5673,177.79999999999973,17,200,0.01,58.70775352239609,88.47899999999994
5674,104.39999999999992,11,84,0.01,56.67003396011534,89.40699999999994
5675,76.09999999999992,8,176,0.01,63.234640806913376,89.17199999999994
5676,83.00000000000001,9,80,0.01,68.49419490098953,89.72599999999993
5677,167.39999999999972,16,200,0.01,66.07871281862259,88.88199999999992
5678,128.39999999999975,13,149,0.01,59.96700449437903,88.99799999999992
5679,176.29999999999984,17,200,0.01,65.92645262479782,88.79699999999991
5680,73.69999999999993,8,66,0.01,76.68145648638408,90.55699999999992
5681,-0.3000000000000007,1,24,0.01,72.38299508889516,89.82399999999993
5682,42.40000000000002,5,39,0.01,107.15162678253957,88.77699999999993
5683,71.8,8,67,0.01,64.06257998053707,89.19499999999992
5684,107.19999999999985,11,119,0.01,66.88148762198055,89.61999999999993
5685,124.69999999999993,13,139,0.01,48.43669201144212,89.31899999999995
5686,53.90000000000004,6,98,0.01,53.001692012864716,90.13799999999993
5687,63.99999999999997,7,75,0.01,73.09678026835124,89.20799999999991
5688,96.19999999999992,10,147,0.01,70.55847741470856,89.22399999999992
5689,42.400000000000034,5,61,0.01,65.47929970162814,89.15299999999992
5690,62.90000000000002,7,58,0.01,55.195410383158716,87.46999999999993
5691,74.00000000000003,8,79,0.01,62.64009304288067,88.09599999999992
5692,20.1,3,22,0.01,44.80374719879844,87.58499999999992
5693,93.29999999999997,10,82,0.01,67.07291189054163,86.94799999999991
5694,0.0,1,3,0.01,18.757029851277668,87.0449999999999
5695,63.900000000000034,7,70,0.01,71.91569645745413,87.0389999999999
5696,42.10000000000003,5,49,0.01,57.32935740023243,87.2439999999999
5697,38.8,11,200,0.01,70.88944011211396,87.02199999999989
5698,-1.6999999999999993,1,14,0.01,46.90454816818237,86.34599999999989
5699,84.99999999999996,9,89,0.01,65.06715260194929,86.02499999999988
5700,20.60000000000001,3,17,0.01,75.75580731560203,86.23599999999988
5701,190.29999999999967,18,200,0.01,60.194060440063474,85.19399999999987
5702,0.3000000000000007,1,6,0.01,49.91032059987386,85.92899999999987
5703,221.3999999999996,21,200,0.01,62.760840888023374,84.67499999999987
5704,126.99999999999986,13,149,0.01,58.535774688592696,86.88299999999987
5705,94.49999999999999,10,104,0.01,60.398904534486626,87.39899999999987
5706,167.0999999999998,17,148,0.01,59.42823361061715,87.09799999999987
5707,23.000000000000007,3,67,0.01,52.19822791085314,87.9249999999999
5708,93.0,10,83,0.01,56.931825821658215,88.14999999999989
5709,123.99999999999989,13,90,0.01,63.35854051378038,87.39199999999988
5710,145.69999999999985,15,142,0.01,52.863003415121156,88.11399999999989
5711,127.49999999999983,13,152,0.01,60.395306053914524,88.31499999999991
5712,85.19999999999997,9,123,0.01,55.07857037753594,88.42599999999989
5713,20.600000000000016,3,39,0.01,63.26319750761375,87.5989999999999
5714,0.7000000000000011,1,12,0.01,35.350600242614746,86.56199999999991
5715,84.99999999999999,9,90,0.01,48.97232197655572,86.56799999999993
5716,40.900000000000006,5,24,0.01,92.85561362902324,85.40999999999993
5717,22.000000000000007,3,31,0.01,67.90584145822832,84.8679999999999
5718,83.39999999999996,9,105,0.01,65.13750610351562,84.01999999999991
5719,42.600000000000016,5,42,0.01,51.16553122656686,84.8689999999999
5720,104.4999999999999,11,110,0.01,60.3489548293027,84.0329999999999
5721,210.69999999999953,20,200,0.01,58.66384635210037,84.74899999999992
5722,83.69999999999996,9,72,0.01,69.97391455703311,85.80599999999991
5723,94.19999999999997,10,97,0.01,48.013872618527756,85.3999999999999
5724,74.09999999999995,8,77,0.01,65.97267975745262,84.66199999999994
5725,124.49999999999989,13,104,0.01,56.81945624718299,83.37499999999993
5726,241.09999999999957,23,200,0.01,58.72825325012207,83.98499999999993
5727,125.69999999999979,13,152,0.01,53.79740065649936,85.33899999999994
5728,84.79999999999998,9,97,0.01,59.484382929261194,85.97399999999992
5729,42.70000000000003,5,50,0.01,61.18140487670898,85.86199999999991
5730,124.99999999999989,13,111,0.01,69.73239975147419,85.42299999999992
5731,83.3,9,68,0.01,66.61427874424878,86.56399999999992
5732,125.19999999999993,13,149,0.01,54.83055242436044,86.33399999999992
5733,10.500000000000004,2,18,0.01,79.76930533515082,87.58499999999992
5734,63.80000000000004,7,61,0.01,58.654781654232835,87.47399999999992
5735,105.99999999999986,11,133,0.01,58.794637672883226,87.16599999999991
5736,64.90000000000002,7,74,0.01,53.91532876684859,86.13699999999992
5737,94.49999999999991,10,128,0.01,59.10966508835554,85.45399999999991
5738,227.19999999999968,23,200,0.01,56.70460790395737,85.46599999999994
5739,201.5999999999996,19,200,0.01,50.116773996353146,87.31499999999991
5740,0.7000000000000011,1,12,0.01,58.88427003224691,88.71999999999993
5741,107.39999999999985,11,157,0.01,62.21299940461566,87.68999999999993
5742,73.69999999999999,8,90,0.01,56.18309992684259,87.44599999999993
5743,115.19999999999987,12,128,0.01,59.13325376808643,87.77099999999993
5744,106.49999999999999,11,110,0.01,52.31791643662886,87.35399999999996
5745,41.700000000000024,5,49,0.01,58.893221689730275,88.30799999999995
5746,53.200000000000045,6,55,0.01,57.61889251362194,87.57199999999997
5747,41.40000000000002,5,55,0.01,60.15146135850386,88.10299999999998
5748,179.59999999999968,17,200,0.01,58.12773091077805,87.46399999999996
5749,10.100000000000001,2,16,0.01,54.23073774576187,88.12499999999996
5750,41.600000000000016,5,41,0.01,45.993131498011145,86.24999999999994
5751,113.79999999999997,12,102,0.01,48.143833609188306,86.25699999999993
5752,176.99999999999974,18,184,0.01,50.94585214749627,86.02599999999993
5753,63.2,7,61,0.01,63.74001153570707,87.79399999999993
5754,158.89999999999975,16,189,0.01,51.201925366013135,88.56599999999993
5755,51.60000000000001,6,38,0.01,51.98386962790238,89.22599999999991
5756,85.49999999999996,9,92,0.01,52.12968743365744,87.83399999999992
5757,115.59999999999994,12,107,0.01,53.12885761260986,87.03199999999994
5758,126.39999999999978,13,169,0.01,59.450931193560535,87.77499999999995
5759,156.29999999999978,16,134,0.01,46.10706685906026,88.41599999999993
5760,85.99999999999996,9,133,0.01,42.910769315590535,88.62899999999992
5761,257.99999999999955,25,200,0.01,48.858761200904844,89.46999999999993
5762,210.19999999999968,20,200,0.01,47.643083295822144,91.53299999999994
5763,83.79999999999997,9,75,0.01,48.316554431915286,93.52999999999993
5764,85.29999999999995,9,112,0.01,42.744140373808996,94.25599999999991
5765,106.49999999999984,11,108,0.01,49.76582852999369,93.4659999999999
5766,127.29999999999987,13,111,0.01,42.09540889069841,93.0559999999999
5767,147.5999999999998,15,150,0.01,56.55239221890768,94.1169999999999
5768,106.59999999999987,11,121,0.01,58.98437829057047,93.91899999999991
5769,106.49999999999979,11,103,0.01,49.834620225776746,94.13299999999992
5770,125.09999999999988,13,100,0.01,61.468332953453064,94.03199999999991
5771,41.90000000000002,5,31,0.01,51.42180891959898,94.75599999999991
5772,82.50000000000001,9,52,0.01,45.0603140775974,93.75099999999992
5773,145.79999999999984,15,145,0.01,47.72803724880876,94.57299999999992
5774,0.40000000000000036,1,7,0.01,40.12487370627267,94.2529999999999
5775,115.79999999999987,12,103,0.01,46.608378396450895,93.21299999999991
5776,208.19999999999976,21,171,0.01,61.63347962864658,93.60999999999991
5777,187.99999999999972,18,200,0.01,55.4696192908287,94.8619999999999
5778,40.30000000000002,5,40,0.01,62.77542524337768,95.06799999999993
5779,41.800000000000004,5,39,0.01,45.03242773887439,94.18699999999991
5780,52.800000000000026,6,57,0.01,56.77671229211908,92.84199999999989
5781,116.29999999999984,12,112,0.01,59.939183107444215,92.63299999999987
5782,64.20000000000005,7,109,0.01,61.87324563297657,93.79899999999986
5783,190.09999999999968,18,200,0.01,56.83739210128784,94.01699999999988
5784,21.400000000000013,3,29,0.01,45.18234423933358,95.19999999999989
5785,230.89999999999964,22,200,0.01,52.764538509845735,94.34199999999989
5786,54.40000000000005,6,101,0.01,50.52822918939118,95.40399999999987
5787,116.99999999999987,12,165,0.01,64.4648379354766,95.40899999999986
5788,153.9999999999999,15,200,0.01,55.58922356128693,95.93899999999987
5789,22.50000000000002,3,40,0.01,88.93719537258148,96.5169999999999
5790,145.69999999999993,14,200,0.01,46.85967679023743,96.3179999999999
5791,228.7999999999996,22,200,0.01,58.33761228322983,97.1459999999999
5792,1.7763568394002505e-15,1,17,0.01,36.607211000779095,98.69399999999989
5793,147.2999999999997,15,164,0.01,55.26619226758073,98.4929999999999
5794,75.09999999999998,8,102,0.01,57.55275836645388,99.03299999999989
5795,95.0999999999999,10,92,0.01,50.56767039195351,99.78399999999989
5796,116.59999999999978,12,117,0.01,44.55626692731156,100.09599999999989
5797,64.7,7,78,0.01,57.672686772468765,100.8409999999999
5798,95.19999999999996,10,124,0.01,48.833996461283775,101.09999999999992
5799,17.499999999999993,3,78,0.01,56.91083954542111,102.06899999999995
5800,41.90000000000001,5,38,0.01,51.794658987145674,101.39399999999996
5801,42.80000000000003,5,43,0.01,54.696929776391315,101.60699999999996
5802,31.80000000000001,4,61,0.01,54.39725294269499,100.13199999999993
5803,73.60000000000004,8,111,0.01,56.4563756032033,100.44699999999992
5804,40.90000000000003,5,32,0.01,44.70260313153267,98.96899999999992
5805,124.09999999999988,13,154,0.01,49.28300871167864,98.10799999999993
5806,41.70000000000002,5,40,0.01,51.74086232185364,98.40399999999994
5807,42.800000000000026,5,51,0.01,49.61756543552174,97.14999999999995
5808,147.49999999999974,14,200,0.01,56.47805480957031,97.34799999999994
5809,103.79999999999991,11,85,0.01,57.85837875814999,97.89299999999994
5810,20.300000000000004,3,26,0.01,46.808204944317154,97.69099999999993
5811,114.09999999999991,12,126,0.01,58.21800356819516,96.43699999999991
5812,53.600000000000044,6,79,0.01,78.41895733603948,96.30299999999993
5813,1.1999999999999975,1,21,0.01,55.523487772260395,95.98699999999991
5814,82.09999999999997,9,76,0.01,46.87951231630225,95.79299999999992
5815,175.49999999999972,18,141,0.01,51.258817973711814,96.60699999999993
5816,52.10000000000003,6,88,0.01,62.044761722738095,97.51199999999992
5817,126.19999999999987,13,149,0.01,57.60648522921056,97.62399999999992
5818,41.40000000000003,5,51,0.01,53.01905919056313,98.66599999999991
5819,20.099999999999994,3,26,0.01,49.2606599514301,98.24599999999991
5820,10.5,2,26,0.01,53.46106221125676,98.02099999999992
5821,1.1999999999999975,1,19,0.01,71.86587183099044,97.08099999999989
5822,63.80000000000004,7,73,0.01,62.908795252238235,94.98599999999992
5823,20.700000000000017,3,48,0.01,38.53475880622864,94.78699999999989
5824,0.7999999999999989,1,23,0.01,53.52492083673892,94.05199999999992
5825,83.69999999999996,9,108,0.01,59.37171411955798,93.3189999999999
5826,133.99999999999983,14,163,0.01,62.50806153771336,92.91099999999992
5827,41.40000000000002,5,37,0.01,56.90297495352255,91.83999999999993
5828,41.50000000000001,5,32,0.01,59.530791237950325,90.99699999999993
5829,104.49999999999996,11,102,0.01,62.882244502796844,90.56399999999991
5830,96.09999999999987,10,168,0.01,58.77897762684595,91.18199999999992
5831,0.8000000000000007,1,11,0.01,64.01935577392578,90.89299999999992
5832,146.2999999999998,15,189,0.01,57.51154830972985,90.06799999999993
5833,115.89999999999986,12,117,0.01,50.02575230394673,90.27899999999993
5834,178.49999999999974,17,200,0.01,57.60671009063721,91.33299999999991
5835,52.80000000000005,6,57,0.01,57.43492394162897,92.4799999999999
5836,40.200000000000024,5,45,0.01,63.74274533589681,91.94799999999991
5837,230.09999999999968,22,200,0.01,51.279594666957856,91.70099999999991
5838,228.79999999999964,22,200,0.01,62.84414838075638,93.0569999999999
5839,175.59999999999982,18,196,0.01,52.815292329204325,93.07299999999991
5840,167.39999999999966,16,200,0.01,59.96733708381653,92.81299999999992
5841,0.1999999999999993,1,5,0.01,18.8680908203125,94.4799999999999
5842,189.0999999999996,19,170,0.01,60.169103151209214,93.40799999999992
5843,62.000000000000014,7,49,0.01,56.673330521096986,94.56199999999991
5844,42.50000000000003,5,50,0.01,44.999025955200196,94.02999999999993
5845,-0.09999999999999787,1,10,0.01,28.298246479034425,93.38999999999993
5846,178.39999999999978,18,185,0.01,56.749533792444176,92.97199999999992
5847,140.99999999999997,15,131,0.01,53.253737347726606,94.22399999999992
5848,9.599999999999994,2,49,0.01,67.12536626932572,95.21999999999993
5849,120.89999999999998,13,99,0.01,64.22118154198232,93.51999999999992
5850,83.50000000000006,9,100,0.01,58.12535762786865,94.62799999999991
5851,84.2,9,84,0.01,54.82701941331228,95.04699999999991
5852,54.10000000000008,6,66,0.01,61.8043516332453,94.75099999999993
5853,0.10000000000000142,1,6,0.01,83.76175165176392,93.52199999999992
5854,170.39999999999966,17,191,0.01,55.727583882696344,92.8909999999999
5855,60.40000000000002,7,61,0.01,62.85292037588651,93.00599999999991
5856,167.19999999999973,16,200,0.01,65.27416063070297,93.09399999999991
5857,158.69999999999976,15,200,0.01,58.208702557086944,93.91099999999989
5858,0.1999999999999993,1,5,0.01,82.34901523590088,94.3419999999999
5859,73.50000000000001,8,62,0.01,56.908506185777725,93.07999999999991
5860,92.79999999999998,10,86,0.01,45.73062871223272,92.2519999999999
5861,41.80000000000001,5,53,0.01,54.95604569057249,92.31999999999991
5862,165.69999999999982,17,138,0.01,70.42213597504988,90.1579999999999
5863,63.10000000000002,7,132,0.01,57.60504638787472,89.71299999999992
5864,11.399999999999999,2,19,0.01,58.40724242360968,89.5059999999999
5865,177.39999999999972,17,200,0.01,57.75969519615173,88.7669999999999
5866,124.99999999999983,13,135,0.01,60.119468731350366,89.4759999999999
5867,11.000000000000007,2,15,0.01,81.86946029663086,89.4529999999999
5868,146.39999999999978,15,170,0.01,60.78747280906229,88.08699999999988
5869,83.30000000000004,9,122,0.01,57.303496630465396,88.48499999999989
5870,219.09999999999968,21,200,0.01,63.86887412309647,88.25299999999989
5871,53.30000000000004,6,80,0.01,57.411164516210555,89.1929999999999
5872,135.8999999999999,14,131,0.01,71.84909574494107,89.3069999999999
5873,209.49999999999972,20,200,0.01,58.524565987586975,89.8409999999999
5874,63.10000000000004,7,53,0.01,54.28304629055959,90.47799999999988
5875,19.699999999999996,3,20,0.01,53.68203687667847,91.10499999999989
5876,147.39999999999978,14,200,0.01,65.36027985334397,90.14399999999989
5877,147.79999999999978,15,179,0.01,56.46390755616087,89.53599999999989
5878,43.20000000000004,5,95,0.01,62.18597887440732,89.1339999999999
5879,103.29999999999986,11,160,0.01,53.11477978527546,89.16299999999993
5880,126.19999999999982,13,111,0.01,62.05847947232358,89.7779999999999
5881,126.79999999999984,13,129,0.01,64.5452470779419,90.5119999999999
5882,12.100000000000005,2,32,0.01,79.27348178625107,90.6169999999999
5883,0.40000000000000036,1,9,0.01,69.9787729051378,90.09599999999989
5884,0.10000000000000142,1,10,0.01,41.91080007553101,88.1989999999999
5885,0.3000000000000007,1,10,0.01,68.29526271820069,87.98599999999989
5886,5.200000000000005,2,17,0.01,82.40418787563549,85.67999999999991
5887,99.99999999999997,11,106,0.01,61.81215134206808,85.1879999999999
5888,116.3999999999999,12,115,0.01,65.72402589217477,85.01799999999992
5889,63.800000000000054,7,91,0.01,59.00423191405915,84.64199999999994
5890,124.49999999999997,13,119,0.01,69.23066402082684,85.05499999999992
5891,210.59999999999965,20,200,0.01,57.96372282266617,84.84299999999993
5892,83.3,9,76,0.01,56.03197661199068,84.66099999999993
5893,116.59999999999982,12,123,0.01,56.559111633921056,85.49399999999993
5894,156.7999999999998,15,200,0.01,65.09163002014161,85.18699999999995
5895,115.89999999999984,12,172,0.01,63.52768146160037,86.00399999999995
5896,20.60000000000001,3,19,0.01,35.01421893270392,86.21199999999993
5897,127.09999999999982,13,168,0.01,77.98456778412773,85.25199999999994
5898,158.19999999999973,15,200,0.01,52.188485934734345,85.87599999999993
5899,127.39999999999984,13,144,0.01,51.681940376758575,86.50599999999993
5900,147.49999999999977,15,152,0.01,62.360386980207345,87.60499999999993
5901,72.50000000000004,8,59,0.01,69.31754828307588,88.66099999999994
5902,210.9999999999996,20,200,0.01,58.14372573137283,88.95799999999994
5903,169.29999999999964,17,190,0.01,64.83478152877406,90.74999999999994
5904,41.70000000000002,5,28,0.01,70.34812137058803,91.70699999999992
5905,134.09999999999988,14,132,0.01,60.23049888466344,91.71499999999993
5906,62.800000000000026,7,51,0.01,54.39759190877279,91.81499999999993
5907,81.10000000000004,9,64,0.01,46.834178365767,92.02599999999991
5908,63.400000000000034,7,55,0.01,48.38424979123202,92.40899999999992
5909,85.89999999999998,9,124,0.01,48.33037019545032,91.56799999999993
5910,10.600000000000001,2,23,0.01,47.451081296671994,91.38899999999992
5911,103.39999999999995,11,117,0.01,62.04250329172509,91.29199999999992
5912,62.00000000000006,7,71,0.01,41.13924394526952,91.1849999999999
5913,21.70000000000001,3,34,0.01,56.53838275460636,91.2689999999999
5914,115.39999999999993,12,115,0.01,63.115278969640315,91.47399999999992
5915,252.3999999999995,24,200,0.01,65.42312457799912,91.80699999999992
5916,146.89999999999978,15,118,0.01,56.69492644374653,92.57599999999994
5917,125.69999999999993,13,105,0.01,66.37356974737985,93.52399999999993
5918,33.10000000000003,4,54,0.01,63.887726624806724,93.51899999999992
5919,113.59999999999995,12,106,0.01,59.257028462751855,93.43599999999994
5920,125.5999999999998,13,115,0.01,50.69533382084059,94.37099999999992
5921,206.29999999999978,21,172,0.01,51.796460975048156,95.52199999999993
5922,100.09999999999997,11,88,0.01,60.98992427912626,97.57299999999992
5923,84.09999999999994,9,76,0.01,64.17888320119758,97.93599999999994
5924,0.09999999999999964,1,14,0.01,57.14880946704319,98.56999999999992
5925,114.7999999999999,12,107,0.01,61.38763563209605,98.56299999999993
5926,42.80000000000003,5,49,0.01,61.05533116204398,98.87399999999994
5927,124.19999999999982,13,121,0.01,54.152586002980385,97.96199999999993
5928,53.80000000000003,6,77,0.01,47.139771473872194,98.78999999999992
5929,83.99999999999993,9,87,0.01,61.961046185986746,98.91299999999993
5930,82.7,9,52,0.01,60.84245413083296,98.70799999999991
5931,61.300000000000026,7,70,0.01,69.71911919457573,98.5739999999999
5932,62.200000000000045,7,71,0.01,55.831827210708404,99.1789999999999
5933,0.0,1,13,0.01,21.89333299490122,98.33799999999992
5934,21.80000000000002,3,47,0.01,59.426775414892965,97.17899999999995
5935,60.800000000000026,7,79,0.01,69.38924688025367,95.6119999999999
5936,83.59999999999998,9,101,0.01,63.00796262344512,95.6919999999999
5937,73.30000000000005,8,88,0.01,72.91993794116107,96.12599999999989
5938,123.09999999999991,13,136,0.01,68.00547279329861,94.55799999999991
5939,62.699999999999974,7,72,0.01,68.22155883577135,93.50099999999988
5940,20.60000000000001,3,29,0.01,96.91328640641838,92.3719999999999
